Mod:Item:MetaData, Localized Name
chisel:stonebrick:2, Chiselled Stone
chisel:stonebrick:3, Chiselled Stone
chisel:stonebrick:4, Chiselled Stone
chisel:stonebrick:5, Chiselled Stone
chisel:stonebrick:6, Chiselled Stone
chisel:stonebrick:7, Chiselled Stone
chisel:stonebrick:8, Chiselled Stone
chisel:stonebrick:9, Chiselled Stone
chisel:stonebrick:10, Chiselled Stone
chisel:stonebrick:11, Chiselled Stone
chisel:stonebrick:12, Chiselled Stone
chisel:stonebrick:13, Chiselled Stone
chisel:stonebrick:14, Chiselled Stone
chisel:stonebrick:15, Chiselled Stone
chisel:stonebrick1:0, Chiselled Stone
chisel:stonebrick1:1, Chiselled Stone
chisel:stonebrick1:2, Chiselled Stone
chisel:stonebrick1:3, Chiselled Stone
chisel:stonebrick1:4, Chiselled Stone
chisel:stonebrick1:5, Chiselled Stone
chisel:stonebrick1:6, Chiselled Stone
chisel:stonebrick1:7, Chiselled Stone
chisel:stonebrick1:8, Chiselled Stone
chisel:stonebrick1:9, Chiselled Stone
chisel:stonebrick2:0, Chiselled Stone
chisel:stonebrick2:1, Chiselled Stone
chisel:stonebrick2:2, Chiselled Stone
chisel:stonebrick2:3, Chiselled Stone
chisel:stonebrick2:4, Chiselled Stone
chisel:stonebrick2:5, Chiselled Stone
chisel:stonebrick2:6, Chiselled Stone
chisel:stonebrick2:7, Chiselled Stone
chisel:stonebrick2:8, Chiselled Stone
chisel:stonebrick2:9, Chiselled Stone
chisel:technical:0, Factory Block
chisel:technical:1, Factory Block
chisel:technical:2, Factory Block
chisel:technical:3, Factory Block
chisel:technical:4, Factory Block
chisel:technical:5, Factory Block
chisel:technical:6, Factory Block
chisel:technical:7, Factory Block
chisel:technical:8, Factory Block
chisel:technical:9, Factory Block
chisel:technical:10, Factory Block
chisel:technical:11, Factory Block
chisel:technical:12, Factory Block
chisel:technical:13, Factory Block
chisel:technical:14, Factory Block
chisel:technical:15, Factory Block
chisel:technical1:0, Factory Block
chisel:technical1:1, Factory Block
chisel:technical1:2, Factory Block
chisel:technical1:3, Factory Block
chisel:technical1:4, Factory Block
chisel:technicalnew:0, Factory Block
chisel:technicalnew:1, Factory Block
chisel:technicalnew:2, Factory Block
chisel:technicalnew:3, Factory Block
chisel:technicalnew:4, Factory Block
chisel:technicalnew:5, Factory Block
chisel:technicalnew:6, Factory Block
chisel:technicalnew:7, Factory Block
chisel:technicalnew:8, Factory Block
chisel:temple:0, Temple Block
chisel:temple:1, Temple Block
chisel:temple:2, Temple Block
chisel:temple:3, Temple Block
chisel:temple:4, Temple Block
chisel:temple:5, Temple Block
chisel:temple:6, Temple Block
chisel:temple:7, Temple Block
chisel:temple:8, Temple Block
chisel:temple:9, Temple Block
chisel:temple:10, Temple Block
chisel:temple:11, Temple Block
chisel:temple:12, Temple Block
chisel:temple:13, Temple Block
chisel:temple:14, Temple Block
chisel:temple:15, Temple Block
chisel:templemossy:0, Mossy Temple Block
chisel:templemossy:1, Mossy Temple Block
chisel:templemossy:2, Mossy Temple Block
chisel:templemossy:3, Mossy Temple Block
chisel:templemossy:4, Mossy Temple Block
chisel:templemossy:5, Mossy Temple Block
chisel:templemossy:6, Mossy Temple Block
chisel:templemossy:7, Mossy Temple Block
chisel:templemossy:8, Mossy Temple Block
chisel:templemossy:9, Mossy Temple Block
chisel:templemossy:10, Mossy Temple Block
chisel:templemossy:11, Mossy Temple Block
chisel:templemossy:12, Mossy Temple Block
chisel:templemossy:13, Mossy Temple Block
chisel:templemossy:14, Mossy Temple Block
chisel:templemossy:15, Mossy Temple Block
chisel:blocktin:0, Tin Block
chisel:blocktin:1, Tin Block
chisel:blocktin:2, Tin Block
chisel:blocktin:3, Tin Block
chisel:blocktin:4, Tin Block
chisel:blocktin:5, Tin Block
chisel:blocktin:6, Tin Block
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:blockuranium:0, Uranium Block
chisel:blockuranium:1, Uranium Block
chisel:blockuranium:2, Uranium Block
chisel:blockuranium:3, Uranium Block
chisel:blockuranium:4, Uranium Block
chisel:blockuranium:5, Uranium Block
chisel:blockuranium:6, Uranium Block
chisel:valentines:0, Valentines' Block
chisel:valentines:1, Valentines' Block
chisel:valentines:2, Valentines' Block
chisel:valentines:3, Valentines' Block
chisel:valentines:4, Valentines' Block
chisel:valentines:5, Valentines' Block
chisel:valentines:6, Valentines' Block
chisel:valentines:7, Valentines' Block
chisel:valentines:8, Valentines' Block
chisel:valentines:9, Valentines' Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:energizedvoidstone:0, Primal Voidstone
chisel:energizedvoidstone:1, Primal Voidstone
chisel:energizedvoidstone:2, Primal Voidstone
chisel:energizedvoidstone:3, Primal Voidstone
chisel:energizedvoidstone:4, Primal Voidstone
chisel:energizedvoidstone:5, Primal Voidstone
chisel:energizedvoidstone:6, Primal Voidstone
chisel:energizedvoidstone:7, Primal Voidstone
chisel:voidstonerunic:0, Runed Voidstone
chisel:voidstonerunic:1, Runed Voidstone
chisel:voidstonerunic:2, Runed Voidstone
chisel:voidstonerunic:3, Runed Voidstone
chisel:voidstonerunic:4, Runed Voidstone
chisel:voidstonerunic:5, Runed Voidstone
chisel:voidstonerunic:6, Runed Voidstone
chisel:voidstonerunic:7, Runed Voidstone
chisel:voidstonerunic:8, Runed Voidstone
chisel:voidstonerunic:9, Runed Voidstone
chisel:voidstonerunic:10, Runed Voidstone
chisel:voidstonerunic:11, Runed Voidstone
chisel:voidstonerunic:12, Runed Voidstone
chisel:voidstonerunic:13, Runed Voidstone
chisel:voidstonerunic:14, Runed Voidstone
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:waterstone:7, Waterstone
chisel:waterstone:8, Waterstone
chisel:waterstone:9, Waterstone
chisel:waterstone:10, Waterstone
chisel:waterstone:11, Waterstone
chisel:waterstone:12, Waterstone
chisel:waterstone:13, Waterstone
chisel:waterstone:14, Waterstone
chisel:waterstone:15, Waterstone
chisel:waterstone1:0, Waterstone
chisel:waterstone1:1, Waterstone
chisel:waterstone1:2, Waterstone
chisel:waterstone1:3, Waterstone
chisel:waterstone1:4, Waterstone
chisel:waterstone1:5, Waterstone
chisel:waterstone1:6, Waterstone
chisel:waterstone1:7, Waterstone
chisel:waterstone1:8, Waterstone
chisel:waterstone1:9, Waterstone
chisel:waterstone1:10, Waterstone
chisel:waterstone1:11, Waterstone
chisel:waterstone1:12, Waterstone
chisel:waterstone1:13, Waterstone
chisel:waterstone1:14, Waterstone
chisel:waterstone1:15, Waterstone
chisel:waterstone2:0, Waterstone
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Grey Wool
chisel:wool_lightgray:1, Light Grey Wool
chisel:wool_gray:0, Grey Wool
chisel:wool_gray:1, Grey Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
forge:bucketfilled, %s Bucket
appliedenergistics2:quartz_ore, Certus Quartz Ore
appliedenergistics2:charged_quartz_ore, Charged Certus Quartz Ore
appliedenergistics2:matrix_frame, Matrix Frame
appliedenergistics2:quartz_block, Certus Quartz Block
appliedenergistics2:quartz_pillar, Certus Quartz Pillar
appliedenergistics2:chiseled_quartz_block, Chiselled Certus Quartz Block
appliedenergistics2:quartz_glass, Quartz Glass
appliedenergistics2:quartz_vibrant_glass, Vibrant Quartz Glass
appliedenergistics2:quartz_fixture, Charged Quartz Fixture
appliedenergistics2:fluix_block, Fluix Block
appliedenergistics2:sky_stone_block, Sky Stone
appliedenergistics2:smooth_sky_stone_block, Sky Stone Block
appliedenergistics2:sky_stone_brick, Sky Stone Brick
appliedenergistics2:sky_stone_small_brick, Sky Stone Small Brick
appliedenergistics2:sky_stone_chest, Sky Stone Chest
appliedenergistics2:smooth_sky_stone_chest, Sky Stone Block Chest
appliedenergistics2:sky_compass, Meteorite Compass
appliedenergistics2:inscriber, Inscriber
appliedenergistics2:wireless_access_point, ME Wireless Access Point
appliedenergistics2:charger, Charger
appliedenergistics2:security_station, ME Security Terminal
appliedenergistics2:quantum_ring, ME Quantum Ring
appliedenergistics2:quantum_link, ME Quantum Link Chamber
appliedenergistics2:spatial_pylon, Spatial Pylon
appliedenergistics2:spatial_io_port, Spatial IO Port
appliedenergistics2:controller, ME Controller
appliedenergistics2:drive, ME Drive
appliedenergistics2:chest, ME Chest
appliedenergistics2:interface, ME Interface
appliedenergistics2:fluid_interface, ME Fluid Interface
appliedenergistics2:cell_workbench, Cell Workbench
appliedenergistics2:io_port, ME IO Port
appliedenergistics2:condenser, Matter Condenser
appliedenergistics2:energy_acceptor, Energy Acceptor
appliedenergistics2:vibration_chamber, Vibration Chamber
appliedenergistics2:quartz_growth_accelerator, Crystal Growth Accelerator
appliedenergistics2:energy_cell, Energy Cell
appliedenergistics2:dense_energy_cell, Dense Energy Cell
appliedenergistics2:creative_energy_cell, Creative Energy Cell
appliedenergistics2:crafting_unit, Crafting Unit
appliedenergistics2:crafting_accelerator, Crafting Co-Processing Unit
appliedenergistics2:crafting_storage_1k, 1k Crafting Storage
appliedenergistics2:crafting_storage_4k, 4k Crafting Storage
appliedenergistics2:crafting_storage_16k, 16k Crafting Storage
appliedenergistics2:crafting_storage_64k, 64k Crafting Storage
appliedenergistics2:crafting_monitor, Crafting Monitor
appliedenergistics2:molecular_assembler, Molecular Assembler
appliedenergistics2:light_detector, Light Detecting Fixture
appliedenergistics2:sky_stone_stairs, Sky Stone Stairs
appliedenergistics2:smooth_sky_stone_stairs, Sky Stone Block Stairs
appliedenergistics2:sky_stone_brick_stairs, Sky Stone Brick Stairs
appliedenergistics2:sky_stone_small_brick_stairs, Sky Stone Small Brick Stairs
appliedenergistics2:fluix_stairs, Fluix Stairs
appliedenergistics2:quartz_stairs, Certus Quartz Stairs
appliedenergistics2:chiseled_quartz_stairs, Chiselled Certus Quartz Stairs
appliedenergistics2:quartz_pillar_stairs, Certus Quartz Pillar Stairs
appliedenergistics2:cable_bus, AE2 Cable and/or Bus
appliedenergistics2:sky_stone_slab:0, Sky Stone Slab
appliedenergistics2:smooth_sky_stone_slab:0, Sky Stone Block Slab
appliedenergistics2:sky_stone_brick_slab:0, Sky Stone Brick Slab
appliedenergistics2:sky_stone_small_brick_slab:0, Sky Stone Small Brick Slab
appliedenergistics2:fluix_slab:0, Fluix Slab
appliedenergistics2:quartz_slab:0, Certus Quartz Slab
appliedenergistics2:chiseled_quartz_slab:0, Chiselled Certus Quartz Slab
appliedenergistics2:quartz_pillar_slab:0, Certus Quartz Pillar Slab
appliedenergistics2:certus_quartz_wrench, Certus Quartz Wrench
appliedenergistics2:certus_quartz_cutting_knife, Certus Quartz Cutting Knife
appliedenergistics2:nether_quartz_wrench, Nether Quartz Wrench
appliedenergistics2:nether_quartz_cutting_knife, Nether Quartz Cutting Knife
appliedenergistics2:wireless_terminal, Wireless Terminal
appliedenergistics2:portable_cell, Portable Cell
appliedenergistics2:color_applicator, Colour Applicator
appliedenergistics2:biometric_card, Biometric Card
appliedenergistics2:memory_card, Memory Card
appliedenergistics2:network_tool, Network Tool
appliedenergistics2:creative_storage_cell, Creative ME Storage Cell
appliedenergistics2:view_cell, View Cell
appliedenergistics2:storage_cell_1k, 1k ME Storage Cell
appliedenergistics2:storage_cell_4k, 4k ME Storage Cell
appliedenergistics2:storage_cell_16k, 16k ME Storage Cell
appliedenergistics2:storage_cell_64k, 64k ME Storage Cell
appliedenergistics2:fluid_storage_cell_1k, 1k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_4k, 4k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_16k, 16k ME Fluid Storage Cell
appliedenergistics2:fluid_storage_cell_64k, 64k ME Fluid Storage Cell
appliedenergistics2:spatial_storage_cell_2_cubed, 2³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_16_cubed, 16³ Spatial Storage Cell
appliedenergistics2:spatial_storage_cell_128_cubed, 128³ Spatial Storage Cell
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Granite
appliedenergistics2:facade:0, Cable Facade - Polished Granite
appliedenergistics2:facade:0, Cable Facade - Diorite
appliedenergistics2:facade:0, Cable Facade - Polished Diorite
appliedenergistics2:facade:0, Cable Facade - Andesite
appliedenergistics2:facade:0, Cable Facade - Polished Andesite
appliedenergistics2:facade:0, Cable Facade - Grass Block
appliedenergistics2:facade:0, Cable Facade - Dirt
appliedenergistics2:facade:0, Cable Facade - Coarse Dirt
appliedenergistics2:facade:0, Cable Facade - Podzol
appliedenergistics2:facade:0, Cable Facade - Cobblestone
appliedenergistics2:facade:0, Cable Facade - Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Spruce Wood Planks
appliedenergistics2:facade:0, Cable Facade - Birch Wood Planks
appliedenergistics2:facade:0, Cable Facade - Jungle Wood Planks
appliedenergistics2:facade:0, Cable Facade - Acacia Wood Planks
appliedenergistics2:facade:0, Cable Facade - Dark Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Bedrock
appliedenergistics2:facade:0, Cable Facade - Sand
appliedenergistics2:facade:0, Cable Facade - Red Sand
appliedenergistics2:facade:0, Cable Facade - Gravel
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Oak Wood
appliedenergistics2:facade:0, Cable Facade - Spruce Wood
appliedenergistics2:facade:0, Cable Facade - Birch Wood
appliedenergistics2:facade:0, Cable Facade - Jungle Wood
appliedenergistics2:facade:0, Cable Facade - Oak Leaves
appliedenergistics2:facade:0, Cable Facade - Spruce Leaves
appliedenergistics2:facade:0, Cable Facade - Birch Leaves
appliedenergistics2:facade:0, Cable Facade - Jungle Leaves
appliedenergistics2:facade:0, Cable Facade - Sponge
appliedenergistics2:facade:0, Cable Facade - Wet Sponge
appliedenergistics2:facade:0, Cable Facade - Glass
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Block
appliedenergistics2:facade:0, Cable Facade - Sandstone
appliedenergistics2:facade:0, Cable Facade - Chiselled Sandstone
appliedenergistics2:facade:0, Cable Facade - Smooth Sandstone
appliedenergistics2:facade:0, Cable Facade - White Wool
appliedenergistics2:facade:0, Cable Facade - Orange Wool
appliedenergistics2:facade:0, Cable Facade - Magenta Wool
appliedenergistics2:facade:0, Cable Facade - Light Blue Wool
appliedenergistics2:facade:0, Cable Facade - Yellow Wool
appliedenergistics2:facade:0, Cable Facade - Lime Wool
appliedenergistics2:facade:0, Cable Facade - Pink Wool
appliedenergistics2:facade:0, Cable Facade - Grey Wool
appliedenergistics2:facade:0, Cable Facade - Light Grey Wool
appliedenergistics2:facade:0, Cable Facade - Cyan Wool
appliedenergistics2:facade:0, Cable Facade - Purple Wool
appliedenergistics2:facade:0, Cable Facade - Blue Wool
appliedenergistics2:facade:0, Cable Facade - Brown Wool
appliedenergistics2:facade:0, Cable Facade - Green Wool
appliedenergistics2:facade:0, Cable Facade - Red Wool
appliedenergistics2:facade:0, Cable Facade - Black Wool
appliedenergistics2:facade:0, Cable Facade - Gold Block
appliedenergistics2:facade:0, Cable Facade - Iron Block
appliedenergistics2:facade:0, Cable Facade - Bricks
appliedenergistics2:facade:0, Cable Facade - TNT
appliedenergistics2:facade:0, Cable Facade - Oak Bookshelf
appliedenergistics2:facade:0, Cable Facade - Mossy Cobblestone
appliedenergistics2:facade:0, Cable Facade - Obsidian
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Block
appliedenergistics2:facade:0, Cable Facade - Crafting Table
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Ice
appliedenergistics2:facade:0, Cable Facade - Snow
appliedenergistics2:facade:0, Cable Facade - Clay
appliedenergistics2:facade:0, Cable Facade - Pumpkin
appliedenergistics2:facade:0, Cable Facade - Netherrack
appliedenergistics2:facade:0, Cable Facade - Soul Sand
appliedenergistics2:facade:0, Cable Facade - Glowstone
appliedenergistics2:facade:0, Cable Facade - Jack o'Lantern
appliedenergistics2:facade:0, Cable Facade - White Stained Glass
appliedenergistics2:facade:0, Cable Facade - Orange Stained Glass
appliedenergistics2:facade:0, Cable Facade - Magenta Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Yellow Stained Glass
appliedenergistics2:facade:0, Cable Facade - Lime Stained Glass
appliedenergistics2:facade:0, Cable Facade - Pink Stained Glass
appliedenergistics2:facade:0, Cable Facade - Grey Stained Glass
appliedenergistics2:facade:0, Cable Facade - Light Grey Stained Glass
appliedenergistics2:facade:0, Cable Facade - Cyan Stained Glass
appliedenergistics2:facade:0, Cable Facade - Purple Stained Glass
appliedenergistics2:facade:0, Cable Facade - Blue Stained Glass
appliedenergistics2:facade:0, Cable Facade - Brown Stained Glass
appliedenergistics2:facade:0, Cable Facade - Green Stained Glass
appliedenergistics2:facade:0, Cable Facade - Red Stained Glass
appliedenergistics2:facade:0, Cable Facade - Black Stained Glass
appliedenergistics2:facade:0, Cable Facade - Stone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cobblestone Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Chiselled Stone Brick Monster Egg
appliedenergistics2:facade:0, Cable Facade - Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mossy Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Cracked Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Chiselled Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Mushroom
appliedenergistics2:facade:0, Cable Facade - Melon
appliedenergistics2:facade:0, Cable Facade - Mycelium
appliedenergistics2:facade:0, Cable Facade - Nether Brick
appliedenergistics2:facade:0, Cable Facade - End Stone
appliedenergistics2:facade:0, Cable Facade - Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
